title,author,year_published,subjects,edition_count,open_library_key,queried_author,description
A disputa em torno de Frantz Fanon: a teoria e a política dos fanonismos contemporâneos,Deivison Mendes Faustino,,,1,/book/show/55460559-a-disputa-em-torno-de-frantz-fanon,Frantz Fanon,"“Por que Fanon, por que agora?” Pergunta-se Stuart Hall ao constatar a retomada do pensamento deste autor literatura de língua inglesa da década de 1990. Essa pergunta é brilhantemente retomada e reformulada por Deivison Faustino em “A disputa em torno de Frantz Fanon: a teoria e a política dos fanonismos contemporâneos”. Frantz Fanon (1925-1961), em sua atuação como médico psiquiatra e intelectual orgânico da Frente de Libertação Nacional da Argélia, deixou um reconhecido legado político e teórico, fortemente associado ao terceiro-mundismo revolucionário e aos movimentos anticoloniais. Algumas décadas depois de sua morte precoce, seu pensamento foi retomado e associado aos estudos culturais e pós-coloniais anglófonos. Hommi Bhabha chegou a eleger Fanon como o inaugurador da perspectiva pós-colonial. Após essa retomada, seu legado passa a ser associado também à outras tradições como o giro decolonial, esquizoanálise, a fenomenoloia existencial e o marxismo, expondo diferentes visões sobre o que seria o seu estatuto teórico e contribuições para o entendimento da sociedade contemporânea. O conjunto de questões que emerge, a partir daí, é: afinal, Frantz Fanon é “anti”, “pós” ou “de”-colonial? Qual a sua relação com o marxismo, o movimento de negritude, o existencialismo e psicanálise? Existem vários Fanon(s) ou seria melhor falarmos em uma disputa em torno de seu legado e pressupostos teóricos? Estaria o anunciador da disputa isento de uma posição e interesses teóricos particulares em seu interior? “A disputa em torno de Frantz Fanon”, de Faustino - baseado em sua pesquisa de doutorado, laureado pela Menção Honrosa no Prêmio Capes de Teses de 2016 - é uma importante contribuição ao entendimento da recepção de Frantz Fanon no Brasil e, sobretudo, das disputas, negociações e rupturas implícitas aos antirracismos e às ciências sociais e humanas contemporâneas."
Summary of Frantz Fanon's The Wretched of the Earth,Everest Media,,,1,/book/show/62967796-summary-of-frantz-fanon-s-the-wretched-of-the-earth,Frantz Fanon,"Please This is a companion version & not the original book. Sample Book #1 Decolonization is the process of removing a country’s colonial rule, and is always a violent process. It starts with the basic claims of the colonized, and is accomplished by changing the social fabric inside out. #2 Decolonization, the process of changing the order of the world, is an agenda for total disorder. It cannot be accomplished by the wave of a magic wand, a natural cataclysm, or a gentleman’s agreement. #3 The colonized world is a world divided in two. The dividing line, the border, is represented by the police stations and the barracks. In the colonies, the official, legitimate agent of the colonizer and the regime of oppression is the police officer or the soldier. #4 The Native sector is not complementary to the European sector. The two sectors are separate and do not interact with each other in service of a higher unity. They are governed by a purely Aristotelian logic, and follow the dictates of mutual exclusion."
"Negro Digest Magazine May 1968, Frantz Fanon, Articles on the Black World",Frantz Fanon,,,1,/book/show/130142499-negro-digest-magazine-may-1968-frantz-fanon-articles-on-the-black-worl,Frantz Fanon,
Sorthed,Frantz Fanon,,,1,/book/show/42920690-sorthed,Frantz Fanon,Indhold: Frantz Fanon: Hvorfor vi anvender vold. Frank B. Wilderson III: Fængselsslaven som hegemoniets (tavse) skandale. Saidiya V. Hartman: Verdens bug : note om sorte kvinders arbejde. Jared Sexton: Ubærlig sorthed
"Jean-Paul Sartre unf Frantz Fanon: Antirassismus, Antikolonialismus, Politiken der Emanzipation",Erik Vogt,,,1,/book/show/34832978-jean-paul-sartre-unf-frantz-fanon,Frantz Fanon,
Frantz Fanon,André Nicolitt,,,1,/book/show/113510297-frantz-fanon,Frantz Fanon,"A Coleção Filosofinhos, coordenada pela filósofa Maria de Nazareth Agra Hassen convida o leitor a conhecer um pouco da filosofia acompanhando historinhas cujos personagens são grandes filósofos quando ainda eram pequenos... Nessas histórias, os pensadores são crianças, mas já apresentam algumas de suas idéias revolucionárias.Todas as crianças são naturalmente curiosas, característica fundamental para buscar o saber, e a filosofia introduzida de forma lúdica favorece a exploração do mundo do conhecimento.Essa coleção também ajuda os adultos a pensarem o mundo e a compreenderem as crianças, mas principalmente mostra como é bom ser curioso e perguntador.Para os adultos (pais, cuidadores e professores) cada volume inclui uma pequena biografia do pensador retratado, além de sugestão de outras leituras para aprofundar o conhecimento.As histórias são bilíngües português/francês, pois a coleção tem como propósito alargar as fronteiras da criança, mostrando-lhe que a mesma história pode ser lida em outra língua.Também visando estimular o pensamento crítico e uma relação ser humano/natureza mais sadia, a Coleção Filosofinhos/Les Petits Philosophes é impressa em papel reciclado."
Os condenados da terra,Frantz Fanon,,,169,/book/show/75545011-os-condenados-da-terra,Frantz Fanon,"A obra-prima do mais importante pensador da luta antirracista e anticolonial. Os condenados da terra é o ponto culminante de uma obra radical e incontornável abreviada pela morte precoce do psiquiatra martinicano Frantz Fanon, um dos pensadores mais revolucionários do século XX. Ao analisar a situação colonial, Fanon tensiona política, sociedade e indivíduo, demonstrando de forma clara as estratégias e efeitos do poder dominante — o resultado da opressão é raiva, dor e loucura. Com isso, o autor desmonta a lógica colonial europeia — branca, brutal e racista —, e propõe uma ""descolonização do ser"", ""É preciso mudar completamente, desenvolver um pensamento novo, tentar criar um homem novo."" Só assim é possível criar um mundo realmente humano, onde a massa deserdada de homens e mulheres dos países colonizados e pobres — os condenados da terra — sejam os inventores de sua própria vida. Publicado em 1961, ano da morte de Fanon, que o escreveu doente e sabendo que o tempo era escasso, o livro é considerado um clássico absoluto, suma de seu pensamento e um tratado magistral sobre as relações entre colonialismo, racismo e insubmissão. Esta edição traz apresentação de Thula Pires, Wanderson Flor do Nascimento e Marcos Queiroz, além do prefácio de Jean-Paul Sartre à edição original de 1961 e texto de Cornel West."
"Jean Paul Sartre, Albert Camus and Frantz Fanon on the Topic of Decolonization and the French Occupation of Algeria.",Sophie Duhnkrack,,,1,/book/show/34716337-jean-paul-sartre-albert-camus-and-frantz-fanon-on-the-topic-of-decoloni,Frantz Fanon,"Essay from the year 2009 in the subject Politics - International Politics - Near East, Near Orient, 85, Ben Gurion University, English, Jean Paul Sartre, Albert Camus and Frantz Fanon are three well-known intellectuals who extensively dealt with decolonization. All three were involved in a heated debate about the French occupation of Algeria and its development, especially after the outset of the Algerian revolution at the end of 1956. An analysis of their stances on Algeria and on decolonization in general must take into account their differing backgrounds, experiences and schools. Sartre represents the only one of the three who was born in the French motherland. He was a prominent exponent of existentialism which characterizes his approach to decolonization and his writings strongly criticize humanism or its lack of application in the colonies. Albert Camus is an Algerian born writer and philosopher, who in 1964 received the Nobel Prize with the rational that ""his work which, rich in ideas and filled with the spirit of freedom and the quest for truth, has exerted a far-reaching influence on our age."" Following this essay will explore weather his colleagues, Sartre and Fanon, agree with the image depicted by this quote. Like Sartre, Camus as well is called an existentialist- a title which, however, he refuses. Frantz Fanon was born in the French colony of Martinique. His origins had a strong influence on his writings, especially through the Ngritude approach, which is a literary and political movement that developed in the 1930s promoting the consciousness of the indigenous black culture as the best instrument for the fight against French colonial racism. The following paper will analyze the three approaches presented by these authors to decolonization, mainly concerning the example of Algeria and its battle for independence. By means of several examples it will illustrate the similar or diverging opinions and attitud"
"Voci e silenzi postcoloniali. Frantz Fanon, Assia Djebar e noi",Renate Zahar,,,1,/book/show/83890387-voci-e-silenzi-postcoloniali-frantz-fanon-assia-djebar-e-noi,Frantz Fanon,
Beden Formülasyonları - Maurice Merleau-Ponty ve Frantz Fanon,Onur Kartal,,,1,/book/show/242982214-beden-form-lasyonlar---maurice-merleau-ponty-ve-frantz-fanon,Frantz Fanon,"Beden nedir? Bir varoluş zemini mi, yoksa bir hedef tahtası mı? Seyirlik bir manzara mı, yoksa bir savaş alanı mı? Modern düşünce, bedeni uzun bir süre boyunca yalnızca doğal, biyolojik ya da ikincil bir varlık olarak ele alırken, 20. yüzyılda beden hem felsefi düşüncenin hem de siyasal mücadelelerin merkezine yerleşti. Bu kitap, bedenin felsefi, siyasi ve estetik izlerini, çağdaş düşünceye yön vermiş iki güçlü ismin, Maurice Merleau-Ponty ve Frantz Fanon’un rehberliğinde sürüyor. Fenomenolojinin dokunulur evreninde şekillenen, dünyayla iç içe geçmiş felsefi bir beden anlayışı ile ırkçılıkla delinen ve sömürgeci bakışla damgalanan siyah bedenin isyanında ifade bulan bir siyaset anlayışını birleştiriyor. Bedeni bir araç ya da nesne olarak değil, dünyayla karşılaşmanın ve dünyayı dönüştürmenin odağı olarak ele alıyor. Merleau-Ponty’nin “ben bedenimim” önermesinden Fanon’un “ben dünyayım” çığlığına uzanan yolculukta, cogito’nun sesini bastırdığı bedeni, mitin, deliliğin ve halüsinasyonun açtığı yarıklar, bakışın tene kazınan kudreti, şiddetin kaslara yazdığı tarih ve politik olanın dokulara sızan kardeşliği ekseninde, çağdaş gelişmelerden ve edebiyattan güncel örneklerle inceliyor. Beden Formülasyonları, bedeni hem felsefi hem siyasal bir aktör olarak düşünmeye çağıran, iki düşünürün kesişiminde bir beden politikası ve bir dünya etiği geliştirmeye cüret eden özgün bir tartışma zemini sunuyor."
